"My_intwbdy","Distance","Shape_Leng","Shape_Area","My_intwb_1","FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","PDEM_North"
129905,0,18840,7612200,0,0,0,0,0,0,0,NA
130010,0,18120,7441200,0,0,0,0,0,0,0,NA
130187,0,46560,14226300,0,0,0,0,0,0,0,NA
131801,0,23640,5834700,0,0,0,0,0,0,0,NA
131802,0,151140,291808800,0,0,0,0,0,0,0,NA
134145,0,43920,37308600,0,0,0,0,0,0,0,NA
134182,0,12780,4006800,0,0,0,0,0,0,0,NA
134185,0,83040,84670200,0,0,0,0,0,0,0,NA
130342,0,96900,43200900,0,0,0,0,0,0,0,NA
130373,0,60060,24046200,0,0,0,0,0,0,0,NA
130515,0,30780,12109500,0,0,0,0,0,0,0,NA
134212,0,13260,2329200,0,0,0,0,0,0,0,NA
134244,0,50940,32313600,0,0,0,0,0,0,0,NA
136269,0,63180,47745000,0,0,0,0,0,0,0,NA
130745,0,13140,4036500,0,0,0,0,0,0,0,NA
130862,0,89460,55305000,0,0,0,0,0,0,0,NA
130869,0,21720,7213500,0,0,0,0,0,0,0,NA
134342,0,65340,49643100,0,0,0,0,0,0,0,NA
134345,0,21840,8625600,0,0,0,0,0,0,0,NA
134389,0,70560,52560900,0,0,0,0,0,0,0,NA
134430,0,36840,17905500,0,0,0,0,0,0,0,NA
134522,0,63120.0121024,39611700.1815,0,0,0,0,0,0,0,NA
130988,0,43740,23879700,0,0,0,0,0,0,0,NA
131133,0,22020,7715700,0,0,0,0,0,0,0,NA
134595,0,40320,17175600,0,0,0,0,0,0,0,NA
134659,0,45720,18487800,0,0,0,0,0,0,0,NA
134778,0,27000,13489200,0,0,0,0,0,0,0,NA
131237,0,33360,12352500,0,0,0,0,0,0,0,NA
134837,0,11160,2174400,0,0,0,0,0,0,0,NA
134866,0,15660,5497200,0,0,0,0,0,0,0,NA
134884,0,127184.653037,85373844.5115,0,0,0,0,0,0,0,NA
136295,0,202495.352042,286839333.964,0,0,0,0,0,0,0,NA
136303,0,6180,920700,0,0,0,0,0,0,0,NA
131343,53.45539169,939660,71213400,0,0,0,0,0,0,0,NA
131409,0,98160,70654500,0,0,0,0,0,0,0,NA
131410,0,25560,10688400,0,0,0,0,0,0,0,NA
131445,0,29400,11366100,0,0,0,0,0,0,0,NA
131943,0,59485.9096753,19131564.6786,0,0,0,0,0,0,0,NA
131953,0,100525.909675,55301135.3214,0,0,0,0,0,0,0,NA
134998,92.88996541,82380.0121024,75653999.8185,0,0,0,0,0,0,0,NA
134970,0,31860,13941900,0,0,0,0,0,0,0,NA
134971,0,34200,12448800,0,0,0,0,0,0,0,NA
134978,0,25140,10905300,0,0,0,0,0,0,0,NA
134997,0,191340,222009300,0,0,0,0,0,0,0,NA
134999,0,12000,3291300,0,0,0,0,0,0,0,NA
135022,0,9660,2757600,0,0,0,0,0,0,0,NA
135037,0,173760,141083100,0,0,0,0,0,0,0,NA
135056,0,7200,1359900,0,0,0,0,0,0,0,NA
135147,0,5640,873900,0,0,0,0,0,0,0,NA
135150,0,60360,11941200,0,0,0,0,0,0,0,NA
136288,0,16140,3794400,0,0,0,0,0,0,0,NA
136289,0,50940,28034100,0,0,0,0,0,0,0,NA
136291,0,147780,109712700,0,0,0,0,0,0,0,NA
136292,0,221280,232119000,0,0,0,0,0,0,0,NA
135415,0,4080,421200,0,0,0,0,0,0,0,NA
132327,0,14040,1946700,0,0,0,0,0,0,0,NA
132382,0,30780,12740400,0,0,0,0,0,0,0,NA
135457,0,21600,9798300,0,0,0,0,0,0,0,NA
135459,0,11340,2544300,0,0,0,0,0,0,0,NA
132538,0,7980,1648800,0,0,0,0,0,0,0,NA
132548,0,13500,3624300,0,0,0,0,0,0,0,NA
135150,122.55387832,110460,21899700,0,0,0,0,0,0,0,NA
135486,0,18120,8728200,0,0,0,0,0,0,0,NA
135501,0,28560,14082300,0,0,0,0,0,0,0,NA
135502,0,44580,29942100,0,0,0,0,0,0,0,NA
135669,0,20880,6846300,0,0,0,0,0,0,0,NA
135670,0,30600,16284600,0,0,0,0,0,0,0,NA
135718,0,122598.166538,81241200,0,0,0,0,0,0,0,NA
136217,192.15776543,178620,3414600,0,0,0,0,0,0,0,NA
136226,0,81420,57819600,0,0,0,0,0,0,0,NA
136327,0,85440,47939400,0,0,0,0,0,0,0,NA
129315,0,34320,21207600,0,0,0,0,0,0,0,NA
129318,0,36420,22482900,0,0,0,0,0,0,0,NA
129445,0,177060,213074100,0,0,0,0,0,0,0,NA
129479,0,25740,17352900,0,0,0,0,0,0,0,NA
129494,0,116580,105847200,0,0,0,0,0,0,0,NA
129514,0,79920,65457000,0,0,0,0,0,0,0,NA
132728,54.47125803,38460,21647700,0,0,0,0,0,0,0,NA
132636,182.97041609,38317.0820393,23836500,0,0,0,0,0,0,0,NA
132635,0,15540,5174100,0,0,0,0,0,0,0,NA
132647,0,41460,17312400,0,0,0,0,0,0,0,NA
132649,0,81360,65491200,0,0,0,0,0,0,0,NA
132663,0,18600,6606000,0,0,0,0,0,0,0,NA
132664,0,53580,40833000,0,0,0,0,0,0,0,NA
132682,0,19140,6960600,0,0,0,0,0,0,0,NA
132690,0,98160,150873300,0,0,0,0,0,0,0,NA
132695,0,24300,12650400,0,0,0,0,0,0,0,NA
136237,279.04274267,31020,483300,0,0,0,0,0,0,0,NA
131616,0,23220,11650500,0,0,0,0,0,0,0,NA
132823,0,10740,2218500,0,0,0,0,0,0,0,NA
132835,0,5340,507600,0,0,0,0,0,0,0,NA
129732,49.85894342,18240,6622200,0,0,0,0,0,0,0,NA
131631,0,8700,2043000,0,0,0,0,0,0,0,NA
131632,0,24420,13410000,0,0,0,0,0,0,0,NA
131640,0,21840,8119800,0,0,0,0,0,0,0,NA
131646,0,25140,13098600,0,0,0,0,0,0,0,NA
131652,0,24180,10441800,0,0,0,0,0,0,0,NA
131660,0,11520,3158100,0,0,0,0,0,0,0,NA
131665,0,67800,78658200,0,0,0,0,0,0,0,NA
131669,0,13380,5971500,0,0,0,0,0,0,0,NA
131684,0,24180,9599400,0,0,0,0,0,0,0,NA
131694,0,11820,2251800,0,0,0,0,0,0,0,NA
132865,0,39000,12765600,0,0,0,0,0,0,0,NA
132871,0,37200,13962600,0,0,0,0,0,0,0,NA
132873,0,2880,224100,0,0,0,0,0,0,0,NA
132875,0,54180,18705600,0,0,0,0,0,0,0,NA
132889,356.23564109,45240,25336800,0,0,0,0,0,0,0,NA
132882,0,76020,91437300,0,0,0,0,0,0,0,NA
132891,0,46860,45553500,0,0,0,0,0,0,0,NA
132893,0,72180,110998800,0,0,0,0,0,0,0,NA
132900,0,415260,1441883700,0,0,0,0,0,0,0,NA
132903,0,33720,8085600,0,0,0,0,0,0,0,NA
136366,0,24240,14350500,0,0,0,0,0,0,0,NA
136370,0,2700,229500,0,0,0,0,0,0,0,NA
132938,0,14340,4837500,0,0,0,0,0,0,0,NA
132990,23.42968843,33060,12068100,0,0,0,0,0,0,0,NA
132991,297.04377257,32820,19145700,0,0,0,0,0,0,0,NA
132996,0,81300,97398000,0,0,0,0,0,0,0,NA
133007,0,24900,9876600,0,0,0,0,0,0,0,NA
133011,0,105540,80296200,0,0,0,0,0,0,0,NA
133013,0,20940,6031800,0,0,0,0,0,0,0,NA
133017,0,4740,705600,0,0,0,0,0,0,0,NA
133018,0,19140,8106300,0,0,0,0,0,0,0,NA
133027,0,5100,466200,0,0,0,0,0,0,0,NA
133034,0,84600,69509700,0,0,0,0,0,0,0,NA
133037,0,52740,36893700,0,0,0,0,0,0,0,NA
133039,0,31440,16417800,0,0,0,0,0,0,0,NA
133040,0,113940,120532500,0,0,0,0,0,0,0,NA
133044,0,175080,312401700,0,0,0,0,0,0,0,NA
133045,0,19260,9394200,0,0,0,0,0,0,0,NA
133461,0,13860,3787200,0,0,0,0,0,0,0,NA
133493,0,27540,9887400,0,0,0,0,0,0,0,NA
133522,0,33420,16038000,0,0,0,0,0,0,0,NA
133539,0,139980,83414700,0,0,0,0,0,0,0,NA
133557,0,143280,114944400,0,0,0,0,0,0,0,NA
133559,0,101400,136205100,0,0,0,0,0,0,0,NA
133561,0,150780,123228900,0,0,0,0,0,0,0,NA
133568,0,34860,19032300,0,0,0,0,0,0,0,NA
133578,0,53580,29218500,0,0,0,0,0,0,0,NA
133615,0,48840,30672000,0,0,0,0,0,0,0,NA
133632,0,24540,10268100,0,0,0,0,0,0,0,NA
133735,58.37793112,30420,513900,0,0,0,0,0,0,0,NA
133077,148.07800158,147359.912627,170262898.687,0,0,0,0,0,0,0,NA
133081,79.79799333,211943.109888,320785200,0,0,0,0,0,0,0,NA
133054,0,15540,5564700,0,0,0,0,0,0,0,NA
133055,0,60900,54973800,0,0,0,0,0,0,0,NA
133076,0,73140,52254000,0,0,0,0,0,0,0,NA
133078,0,44487.9031979,42414300,0,0,0,0,0,0,0,NA
133080,0,19860,7207200,0,0,0,0,0,0,0,NA
133083,0,83580,86661000,0,0,0,0,0,0,0,NA
133085,0,5580,325800,0,0,0,0,0,0,0,NA
133086,0,106200,112104900,0,0,0,0,0,0,0,NA
133087,0,21240,8715600,0,0,0,0,0,0,0,NA
133089,0,210087.903198,135158400,0,0,0,0,0,0,0,NA
133090,0,22740,7965000,0,0,0,0,0,0,0,NA
133091,0,90120,89991900,0,0,0,0,0,0,0,NA
133092,0,12600,2088000,0,0,0,0,0,0,0,NA
133612,226.52775994,112620,40003200,0,0,0,0,0,0,0,NA
133669,0,15960,3007800,0,0,0,0,0,0,0,NA
133700,203.30276351,24660,409500,0,0,0,0,0,0,0,NA
133702,68.82077821,22200,370800,0,0,0,0,0,0,0,NA
133735,29.32614604,2940,47700,0,0,0,0,0,0,0,NA
133750,0,23640,6039900,0,0,0,0,0,0,0,NA
133751,0,21660,7866900,0,0,0,0,0,0,0,NA
133796,0,62160,25123500,0,0,0,0,0,0,0,NA
133799,0,15480,3405600,0,0,0,0,0,0,0,NA
133909,0,38400,18779400,0,0,0,0,0,0,0,NA
133949,0,42660,20016000,0,0,0,0,0,0,0,NA
133953,0,14100,5540400,0,0,0,0,0,0,0,NA
133977,0,9900,1843200,0,0,0,0,0,0,0,NA
133988,0,23100,11463300,0,0,0,0,0,0,0,NA
133989,0,25020,7916400,0,0,0,0,0,0,0,NA
134092,0,28140,4186800,0,0,0,0,0,0,0,NA
133113,45.1923485,156275.340277,209380562.689,0,0,0,0,0,0,0,NA
133093,0,18780,7548300,0,0,0,0,0,0,0,NA
133094,0,21840,8162100,0,0,0,0,0,0,0,NA
133095,0,14640,2088900,0,0,0,0,0,0,0,NA
133098,42.84204432,21960,7809300,0,0,0,0,0,0,0,NA
133100,0,49200,25518600,0,0,0,0,0,0,0,NA
133103,0,269580,420848100,0,0,0,0,0,0,0,NA
133114,0,13440,4572900,0,0,0,0,0,0,0,NA
134130,0,14520,2870100,0,0,0,0,0,0,0,NA
134131,0,56400,38050200,0,0,0,0,0,0,0,NA
134132,0,33000,21495600,0,0,0,0,0,0,0,NA
134134,0,43200,18336600,0,0,0,0,0,0,0,NA
134135,0,5040,573300,0,0,0,0,0,0,0,NA
136346,0,56820,38209500,0,0,0,0,0,0,0,NA
132727,0,13800,3508200,0,0,0,0,0,0,0,NA
134892,0,7810.69900563,942121.524886,0,0,0,0,0,0,0,NA
133082,0,5975.34027724,1084437.31107,0,0,0,0,0,0,0,NA
126155,0,21960,7429500,0,0,0,0,0,0,0,NA
126219,0,2580,229500,0,0,0,0,0,0,0,NA
126231,0,2820,195300,0,0,0,0,0,0,0,NA
126232,0,23040,7243200,0,0,0,0,0,0,0,NA
126307,0,8280,1927800,0,0,0,0,0,0,0,NA
129016,0,2280,209700,0,0,0,0,0,0,0,NA
129036,97.01649696,1492680,765505800,0,0,0,0,0,0,0,NA
129091,0,15540,3911400,0,0,0,0,0,0,0,NA
129298,22.43218174,328380,100216800,0,0,0,0,0,0,0,NA
129300,0,29640,12813300,0,0,0,0,0,0,0,NA
129301,0,15960,4368600,0,0,0,0,0,0,0,NA
125250,0,5280,854100,0,0,0,0,0,0,0,NA
125301,0,62460,24561900,0,0,0,0,0,0,0,NA
125366,0,12060,3070800,0,0,0,0,0,0,0,NA
125368,0,68700,34886700,0,0,0,0,0,0,0,NA
126367,133.01411324,182040,167616900,0,0,0,0,0,0,0,NA
126190,28.60677247,14820,1773000,0,0,0,0,0,0,0,NA
126485,105.87526041,55782.4264069,51888150,0,0,0,0,0,0,0,NA
126402,0,82680,69215400,0,0,0,0,0,0,0,NA
126416,0,60660,32115600,0,0,0,0,0,0,0,NA
126418,0,16320,5845500,0,0,0,0,0,0,0,NA
126432,0,20040,6029100,0,0,0,0,0,0,0,NA
126453,0,135900,112655700,0,0,0,0,0,0,0,NA
126471,0,55980,41316300,0,0,0,0,0,0,0,NA
126474,0,40380,28130400,0,0,0,0,0,0,0,NA
126475,0,60180,32936400,0,0,0,0,0,0,0,NA
126477,0,198960,148385700,0,0,0,0,0,0,0,NA
126481,0,23400,8461800,0,0,0,0,0,0,0,NA
126487,0,141236.590486,109426050,0,0,0,0,0,0,0,NA
127036,0,13200,3997800,0,0,0,0,0,0,0,NA
127053,0,96060,77431500,0,0,0,0,0,0,0,NA
129063,119.60827869,484860,216793800,0,0,0,0,0,0,0,NA
129147,0,144000,113973300,0,0,0,0,0,0,0,NA
125374,0,16800,5110200,0,0,0,0,0,0,0,NA
125394,0,10800,3443400,0,0,0,0,0,0,0,NA
125430,0,18660,7577100,0,0,0,0,0,0,0,NA
125439,0,5220,966600,0,0,0,0,0,0,0,NA
125484,0,83460,60418800,0,0,0,0,0,0,0,NA
125505,0,14700,3600000,0,0,0,0,0,0,0,NA
125577,0,47640,31556700,0,0,0,0,0,0,0,NA
125588,0,15720,5612400,0,0,0,0,0,0,0,NA
125611,0,7440,1370700,0,0,0,0,0,0,0,NA
125621,0,29280,15265800,0,0,0,0,0,0,0,NA
125665,0,35160,19130400,0,0,0,0,0,0,0,NA
127090,0,151980,148032000,0,0,0,0,0,0,0,NA
127102,0,128940,143682300,0,0,0,0,0,0,0,NA
127139,0,49920,32227200,0,0,0,0,0,0,0,NA
129258,0,24300,12693600,0,0,0,0,0,0,0,NA
125773,0,46260,24776100,0,0,0,0,0,0,0,NA
129261,202.45646525,51822.4264069,32233950,0,0,0,0,0,0,0,NA
125809,0,65220,40658400,0,0,0,0,0,0,0,NA
125824,0,115740,80503200,0,0,0,0,0,0,0,NA
125833,154.54790611,12000,203400,0,0,0,0,0,0,0,NA
125838,0,10740,2656800,0,0,0,0,0,0,0,NA
125848,0,48840,29480400,0,0,0,0,0,0,0,NA
125849,0,137160,115688700,0,0,0,0,0,0,0,NA
125850,0,38460,29883600,0,0,0,0,0,0,0,NA
125851,0,92460,67970700,0,0,0,0,0,0,0,NA
125852,0,101820,116369100,0,0,0,0,0,0,0,NA
127216,0,8040,1949400,0,0,0,0,0,0,0,NA
127234,0,82500,77097600,0,0,0,0,0,0,0,NA
127365,0,55740,59851800,0,0,0,0,0,0,0,NA
127368,0,7620,849600,0,0,0,0,0,0,0,NA
129260,0,50682.4264069,31861350,0,0,0,0,0,0,0,NA
125863,0,16800,5675400,0,0,0,0,0,0,0,NA
127236,95.15679624,820080,425299500,0,0,0,0,0,0,0,NA
127567,0,27180,13235400,0,0,0,0,0,0,0,NA
127572,0,6840,852300,0,0,0,0,0,0,0,NA
127681,0,68580,34172100,0,0,0,0,0,0,0,NA
127731,0,19500,8523900,0,0,0,0,0,0,0,NA
127797,0,114060,81917100,0,0,0,0,0,0,0,NA
127801,0,23940,6777000,0,0,0,0,0,0,0,NA
127806,0,33600,12969900,0,0,0,0,0,0,0,NA
127809,0,14100,4815900,0,0,0,0,0,0,0,NA
127813,0,7920,1479600,0,0,0,0,0,0,0,NA
127817,0,11160,2856600,0,0,0,0,0,0,0,NA
127821,0,14940,4885200,0,0,0,0,0,0,0,NA
127822,0,255240,318763800,0,0,0,0,0,0,0,NA
127831,0,107100,118008000,0,0,0,0,0,0,0,NA
127834,0,9540,1787400,0,0,0,0,0,0,0,NA
127835,0,101580,113384700,0,0,0,0,0,0,0,NA
127836,0,10500,2707200,0,0,0,0,0,0,0,NA
127839,0,18000,6899400,0,0,0,0,0,0,0,NA
127841,0,44040,37777500,0,0,0,0,0,0,0,NA
127856,0,86820,79494300,0,0,0,0,0,0,0,NA
127862,0,83580,79553700,0,0,0,0,0,0,0,NA
129169,0,6720,841500,0,0,0,0,0,0,0,NA
129171,0,16920,4459500,0,0,0,0,0,0,0,NA
129172,0,15900,6626700,0,0,0,0,0,0,0,NA
129172,133.90113257,569460,193555800,0,0,0,0,0,0,0,NA
129190,0,15420,4312800,0,0,0,0,0,0,0,NA
129231,0,38340,18628200,0,0,0,0,0,0,0,NA
125911,0,76020,7334100,0,0,0,0,0,0,0,NA
125917,0,107520,116065800,0,0,0,0,0,0,0,NA
127361,93.31924832,856500,290922300,0,0,0,0,0,0,0,NA
127368,94.73873455,207060,52706700,0,0,0,0,0,0,0,NA
127500,122.28092039,281220,145631700,0,0,0,0,0,0,0,NA
127921,0,58800,36791100,0,0,0,0,0,0,0,NA
127939,0,34620,19541700,0,0,0,0,0,0,0,NA
127979,697.83033461,278880,45424800,0,0,0,0,0,0,0,NA
127980,50.69899999,83640,11661300,0,0,0,0,0,0,0,NA
129295,151.38075,73938.1665383,57096000,0,0,0,0,0,0,0,NA
129240,0,22560,7957800,0,0,0,0,0,0,0,NA
129266,0,52860,38839500,0,0,0,0,0,0,0,NA
126585,0,11759.9220017,2643298.8285,0,0,0,0,0,0,0,NA
126628,0,14760,4739400,0,0,0,0,0,0,0,NA
126640,0,44220,21182400,0,0,0,0,0,0,0,NA
126660,0,22980,5915700,0,0,0,0,0,0,0,NA
126679,0,48300,18751500,0,0,0,0,0,0,0,NA
126696,10.27821414,6660,1160100,0,0,0,0,0,0,0,NA
126701,79.7355,13380,222300,0,0,0,0,0,0,0,NA
126730,111.35935712,7860,121500,0,0,0,0,0,0,0,NA
126763,0,21720,7898400,0,0,0,0,0,0,0,NA
126780,39.336,25320,8253900,0,0,0,0,0,0,0,NA
126785,0,6900,774900,0,0,0,0,0,0,0,NA
126787,115.9245,48540,851400,0,0,0,0,0,0,0,NA
126800,0,12540,2960100,0,0,0,0,0,0,0,NA
126820,56.92696213,11580,232200,0,0,0,0,0,0,0,NA
126638,0,170220,106146000,0,0,0,0,0,0,0,NA
126905,186.53916085,86880,1593900,0,0,0,0,0,0,0,NA
126936,0,142319.922002,83856601.1715,0,0,0,0,0,0,0,NA
126939,80.29053233,34020,5762700,0,0,0,0,0,0,0,NA
126940,72.08684034,11400,225000,0,0,0,0,0,0,0,NA
126479,0,45677.7697876,35186366.2755,0,0,0,0,0,0,0,NA
126010,0,9360,2643300,0,0,0,0,0,0,0,NA
101805,0,10620,2120400,0,0,0,0,0,0,0,NA
105954,0,28740,15111000,0,0,0,0,0,0,0,NA
106147,0,80880,57016800,0,0,0,0,0,0,0,442.948729065995
106178,0,33420,14811300,0,0,0,0,0,0,0,459.090030267534
106213,123.250875,21720,6661800,0,0,0,0,0,0,0,NA
106374,0,2940,317700,0,0,0,0,0,0,0,NA
106387,302.60663627,45600,736200,0,0,0,0,0,0,0,NA
125157,149.4687794,67892.4828759,55764000,0,0,0,0,0,0,0,336.567328197069
125148,0,8640,1995300,0,0,0,0,0,0,0,443.020476937025
125150,0,39060,13436100,0,0,0,0,0,0,0,377.965753594521
125151,0,6120,1155600,0,0,0,0,0,0,0,386.769217066305
125159,59.97778422,106020,50488200,0,0,0,0,0,0,0,349.457850324757
125160,0,7680,1580400,0,0,0,0,0,0,0,337.041752669697
125163,0,20760,7812900,0,0,0,0,0,0,0,NA
125164,0,18600,7433100,0,0,0,0,0,0,0,NA
125165,0,13020,2578500,0,0,0,0,0,0,0,NA
125167,254.41400902,13440,2140200,0,0,0,0,0,0,0,NA
125168,0,27300,7490700,0,0,0,0,0,0,0,399.419761385466
106511,0,37860,23652000,0,0,0,0,0,0,0,NA
106779,707.46240192,61860,963900,0,0,0,0,0,0,0,NA
106832,0,444360,652663800,0,0,0,0,0,0,0,NA
106878,0,210300,319898700,0,0,0,0,0,0,0,NA
106887,0,129420,109186200,0,0,0,0,0,0,0,NA
106903,0,67920,46819800,0,0,0,0,0,0,0,NA
106908,0,29700,13721400,0,0,0,0,0,0,0,NA
106956,0,13080,2950200,0,0,0,0,0,0,0,NA
106957,0,29760,13323600,0,0,0,0,0,0,0,NA
106973,0,29340,20590200,0,0,0,0,0,0,0,NA
106999,0,12480,4389300,0,0,0,0,0,0,0,NA
107089,119.03881179,50220,805500,0,0,0,0,0,0,0,NA
107162,70.56336029,64680,1071900,0,0,0,0,0,0,0,NA
107255,0,43800,33606000,0,0,0,0,0,0,0,NA
107257,144.70644096,18600,298800,0,0,0,0,0,0,0,NA
107287,0,16560,7508700,0,0,0,0,0,0,0,NA
107320,0,48660,26325900,0,0,0,0,0,0,0,NA
107429,0,54660,33608700,0,0,0,0,0,0,0,NA
107465,0,85560,56478600,0,0,0,0,0,0,0,NA
107468,0,33120,12270600,0,0,0,0,0,0,0,NA
107479,0,5460,636300,0,0,0,0,0,0,0,NA
107652,0,28800,14193900,0,0,0,0,0,0,0,NA
107675,0,68640,24856200,0,0,0,0,0,0,0,435.506432664136
107685,0,30060,13836600,0,0,0,0,0,0,0,455.464680992892
107705,0,159960,181725300,0,0,0,0,0,0,0,NA
107709,0,35340,18076500,0,0,0,0,0,0,0,NA
107713,185.40692896,18240,287100,0,0,0,0,0,0,0,NA
107718,335.86668344,16920,261900,0,0,0,0,0,0,0,NA
107723,0,11640,2218500,0,0,0,0,0,0,0,NA
107724,0,15120,5373900,0,0,0,0,0,0,0,NA
107725,174.3653849,13020,199800,0,0,0,0,0,0,0,NA
107728,0,73020,42438600,0,0,0,0,0,0,0,NA
107735,0,51300,37937700,0,0,0,0,0,0,0,NA
107736,0,162420,180186300,0,0,0,0,0,0,0,NA
107737,184.99841576,23340,368100,0,0,0,0,0,0,0,NA
115822,0,5040,770400,0,0,0,0,0,0,0,343.470178514998
116033,0,48480,34305300,0,0,0,0,0,0,0,355.515574374622
116796,0,6900,520200,0,0,0,0,0,0,0,372.816783918229
116799,0,18900,5591700,0,0,0,0,0,0,0,349.592096338252
117019,0,14760,2268900,0,0,0,0,0,0,0,338.902977113826
122390,0,12300,2672100,0,0,0,0,0,0,0,399.056335552006
117338,0,11160,1230300,0,0,0,0,0,0,0,337.417166988258
122432,0,7680,1264500,0,0,0,0,0,0,0,391.244765616312
122451,0,44340,23765400,0,0,0,0,0,0,0,394.083283312057
122464,0,17160,4181400,0,0,0,0,0,0,0,393.503610913937
107782,0,20520,8928900,0,0,0,0,0,0,0,NA
107791,0,5160,648900,0,0,0,0,0,0,0,NA
118011,156.4118142,50896.1554505,35956663.7217,0,0,0,0,0,0,0,366.87000076729
118004,0,310380,291285900,0,0,0,0,0,0,0,347.903931761917
