"My_intwbdy","Distance","Shape_Leng","Shape_Area","My_intwb_1","FID_1","OGF_ID","Area_sqm","Perim_m","FID_2","OGF_ID_1","PDEM_North"
118005,0,86460,93213900,0,0,0,0,0,0,0,370.962171741874
118006,0,333480,353058300,0,0,0,0,0,0,0,362.162787991495
101342,0,11280,2288700,0,0,0,0,0,0,0,NA
101479,0,9480,2736000,0,0,0,0,0,0,0,NA
107949,0,51120,25088400,0,0,0,0,0,0,0,NA
108019,0,51240,36898200,0,0,0,0,0,0,0,NA
108170,0,13320,4273200,0,0,0,0,0,0,0,NA
101555,0,52680,32413500,0,0,0,0,0,0,0,NA
101578,0,10320,2349900,0,0,0,0,0,0,0,NA
108342,0,8880,2456100,0,0,0,0,0,0,0,NA
108389,0,17760,2954700,0,0,0,0,0,0,0,NA
108403,0,25140,8753400,0,0,0,0,0,0,0,NA
108475,0,28560,6374700,0,0,0,0,0,0,0,NA
108663,0,9660,2103300,0,0,0,0,0,0,0,NA
108864,0,10980,2650500,0,0,0,0,0,0,0,NA
108947,0,8100,2014200,0,0,0,0,0,0,0,NA
109081,0,5160,622800,0,0,0,0,0,0,0,NA
101673,0,138660,120469500,0,0,0,0,0,0,0,NA
101700,0,30300,11311200,0,0,0,0,0,0,0,NA
101783,0,59400,42885900,0,0,0,0,0,0,0,NA
101805,97.3453,8040,944100,0,0,0,0,0,0,0,NA
101817,0,13920,2778300,0,0,0,0,0,0,0,NA
101877,0,49020,24750000,0,0,0,0,0,0,0,NA
101922,0,9660,2296800,0,0,0,0,0,0,0,NA
109268,0,48720,32160600,0,0,0,0,0,0,0,NA
101977,0,36420,21783600,0,0,0,0,0,0,0,NA
102028,0,28380,9580500,0,0,0,0,0,0,0,NA
102042,0,129540,99161100,0,0,0,0,0,0,0,NA
102060,0,83700,44403300,0,0,0,0,0,0,0,NA
102122,0,28200,13305600,0,0,0,0,0,0,0,NA
102124,0,44700,27775800,0,0,0,0,0,0,0,NA
102221,0,34680,15181200,0,0,0,0,0,0,0,NA
102234,0,61800,47473200,0,0,0,0,0,0,0,NA
102266,0,19260,6162300,0,0,0,0,0,0,0,NA
109274,0,59820,41597100,0,0,0,0,0,0,0,NA
109276,0,158220,179460000,0,0,0,0,0,0,0,NA
109290,0,63180,63627300,0,0,0,0,0,0,0,NA
109297,0,52920,32138100,0,0,0,0,0,0,0,NA
109326,0,11460,4727700,0,0,0,0,0,0,0,NA
109395,0,48180,29812500,0,0,0,0,0,0,0,NA
109409,0,72960,73557000,0,0,0,0,0,0,0,NA
102524,129.77915649,236037.712911,408271470.774,0,0,0,0,0,0,0,NA
102311,0,83880,61904700,0,0,0,0,0,0,0,NA
102334,0,139260,131438700,0,0,0,0,0,0,0,NA
102338,0,14040,4363200,0,0,0,0,0,0,0,NA
102368,0,53400,40465800,0,0,0,0,0,0,0,NA
102373,0,25860,10155600,0,0,0,0,0,0,0,NA
102403,0,13560,3186900,0,0,0,0,0,0,0,NA
102430,0,22200,8994600,0,0,0,0,0,0,0,NA
102438,0,67980,58512600,0,0,0,0,0,0,0,NA
102470,0,79500,65766600,0,0,0,0,0,0,0,NA
102495,0,11040,2375100,0,0,0,0,0,0,0,NA
109499,74.41119546,58902.2297134,36234862.6156,0,0,0,0,0,0,0,NA
109428,0,71520,76149900,0,0,0,0,0,0,0,NA
109429,0,51420,42740100,0,0,0,0,0,0,0,NA
109437,0,23820,11416500,0,0,0,0,0,0,0,NA
109464,0,87600,65343600,0,0,0,0,0,0,0,NA
109472,0,182700,199854900,0,0,0,0,0,0,0,NA
109480,0,60060,53784000,0,0,0,0,0,0,0,NA
109483,0,28620,9682200,0,0,0,0,0,0,0,NA
109488,0,23580,8549100,0,0,0,0,0,0,0,NA
109490,0,42000,32287500,0,0,0,0,0,0,0,NA
109509,0,42420,23347800,0,0,0,0,0,0,0,NA
109510,0,63900,48750300,0,0,0,0,0,0,0,NA
109516,0,77100,80171100,0,0,0,0,0,0,0,NA
109522,0,39420,28133100,0,0,0,0,0,0,0,NA
109533,0,127560,80235900,0,0,0,0,0,0,0,NA
109573,0,8100,2042100,0,0,0,0,0,0,0,NA
109599,0,33720,18356400,0,0,0,0,0,0,0,NA
109601,0,190380,170208000,0,0,0,0,0,0,0,NA
109614,0,9120,2523600,0,0,0,0,0,0,0,NA
109621,0,91740,53931600,0,0,0,0,0,0,0,NA
109623,0,35160,24822900,0,0,0,0,0,0,0,NA
109629,0,10980,2396700,0,0,0,0,0,0,0,NA
109673,0,66720,62665200,0,0,0,0,0,0,0,NA
125030,0,108240,104204700,0,0,0,0,0,0,0,NA
109485,0,47820,37152900,0,0,0,0,0,0,0,NA
101562,219.51084246,55740,38363400,0,0,0,0,0,0,0,NA
102546,0,75300,55671300,0,0,0,0,0,0,0,NA
109688,0,61200,51246900,0,0,0,0,0,0,0,NA
109709,0,23460,11489400,0,0,0,0,0,0,0,NA
109719,0,54300,49772700,0,0,0,0,0,0,0,NA
109727,0,28140,15484500,0,0,0,0,0,0,0,NA
109751,0,20760,6618600,0,0,0,0,0,0,0,NA
109752,0,16560,4787100,0,0,0,0,0,0,0,NA
109771,0,17460,4828500,0,0,0,0,0,0,0,NA
109774,0,142200,137550600,0,0,0,0,0,0,0,NA
109784,0,139500,88473600,0,0,0,0,0,0,0,NA
109786,0,43680,17811000,0,0,0,0,0,0,0,NA
109835,0,80940,65952900,0,0,0,0,0,0,0,NA
109851,0,27960,13124700,0,0,0,0,0,0,0,NA
109852,0,58620,35790300,0,0,0,0,0,0,0,NA
109853,0,27300,12587400,0,0,0,0,0,0,0,NA
109860,0,23520,9195300,0,0,0,0,0,0,0,NA
109873,0,38700,18817200,0,0,0,0,0,0,0,NA
109900,0,53940,50553900,0,0,0,0,0,0,0,NA
109901,0,19620,8120700,0,0,0,0,0,0,0,NA
109921,126.33904003,70313.3333486,59766022.176,0,0,0,0,0,0,0,NA
109953,0,52560,34963200,0,0,0,0,0,0,0,NA
109956,0,44400,30277800,0,0,0,0,0,0,0,NA
109991,0,121874.164079,81429300,0,0,0,0,0,0,0,NA
109995,0,125100,83953800,0,0,0,0,0,0,0,NA
110001,0,35820,21445200,0,0,0,0,0,0,0,NA
110003,0,38640,26228700,0,0,0,0,0,0,0,NA
110014,51.5997902,10980,2322900,0,0,0,0,0,0,0,NA
110024,0,49380,22062600,0,0,0,0,0,0,0,NA
110033,0,31680,20867400,0,0,0,0,0,0,0,NA
110034,0,8040,1277100,0,0,0,0,0,0,0,NA
110043,0,30900,10520100,0,0,0,0,0,0,0,NA
110060,0,51000,32195700,0,0,0,0,0,0,0,NA
110077,0,19800,6030000,0,0,0,0,0,0,0,NA
110091,0,28440,12303000,0,0,0,0,0,0,0,NA
110100,0,37020,19613700,0,0,0,0,0,0,0,NA
125037,0,27120,14946300,0,0,0,0,0,0,0,NA
102595,0,280919.690075,212184984.14,0,0,0,0,0,0,0,NA
102682,0,17340,6694200,0,0,0,0,0,0,0,352.941499050026
110137,0,11640,2849400,0,0,0,0,0,0,0,NA
110154,43.24937499,43717.0820393,25865100,0,0,0,0,0,0,0,NA
110283,0,4800,746100,0,0,0,0,0,0,0,418.162173980971
110487,0,10500,2485800,0,0,0,0,0,0,0,417.33857845276
102842,0,3540,420300,0,0,0,0,0,0,0,389.819755537862
110586,0,8032.30676287,1457544.6075,0,0,0,0,0,0,0,403.736255082619
110658,0,25440,9299700,0,0,0,0,0,0,0,410.29370758668
110672,0,36380.5849084,25251956.742,0,0,0,0,0,0,0,412.699385611259
110740,0,10620,2742300,0,0,0,0,0,0,0,440.304873860543
110825,0,73860,42616800,0,0,0,0,0,0,0,NA
110918,0,63900,47642400,0,0,0,0,0,0,0,NA
110966,0,251340,180451800,0,0,0,0,0,0,0,NA
111374,0,12120,1564200,0,0,0,0,0,0,0,NA
103274,0,46380,44835300,0,0,0,0,0,0,0,399.156803705638
103321,0,112620,96223500,0,0,0,0,0,0,0,395.16365934201
103332,0,53520,20215800,0,0,0,0,0,0,0,384.027795087345
103342,0,18840,5125500,0,0,0,0,0,0,0,383.916774390056
103344,0,3000,314100,0,0,0,0,0,0,0,380.409985561426
103347,413.0569179,47100,13241700,0,0,0,0,0,0,0,391.804304301435
103380,0,11340,3742200,0,0,0,0,0,0,0,415.028857122424
111572,0,19313.7158319,7108907.565,0,0,0,0,0,0,0,NA
111609,0,12360,3117600,0,0,0,0,0,0,0,NA
111691,0,553740,589437000,0,0,0,0,0,0,0,420.494567141907
111724,0,11220,2749500,0,0,0,0,0,0,0,421.726473124952
111730,0,14520,6084900,0,0,0,0,0,0,0,420.921289735954
111761,0,81720,59285700,0,0,0,0,0,0,0,412.829930070757
111795,0,17580,7342200,0,0,0,0,0,0,0,421.642711313017
111816,0,79260,71087400,0,0,0,0,0,0,0,407.814628005488
111818,0,123338.565182,118034823.836,0,0,0,0,0,0,0,405.98913832181
125047,0,132960,154717200,0,0,0,0,0,0,0,393.480693780131
103400,0,6240,1204200,0,0,0,0,0,0,0,396.694595086022
103410,0,22320,5765400,0,0,0,0,0,0,0,417.077830909827
103413,0,73980,58067100,0,0,0,0,0,0,0,386.412492160851
103415,0,54300,59345100,0,0,0,0,0,0,0,404.183729260936
103473,0,55500,32504400,0,0,0,0,0,0,0,390.56575477457
103492,0,31080,14184000,0,0,0,0,0,0,0,404.508677524237
103527,0,9240,2216700,0,0,0,0,0,0,0,388.521786019515
103542,0,34560,17214300,0,0,0,0,0,0,0,NA
103558,0,8220,1979100,0,0,0,0,0,0,0,NA
103559,0,13620,3735900,0,0,0,0,0,0,0,NA
111997,69.71820768,383605.292852,421560687.142,0,0,0,0,0,0,0,NA
111821,0,101770.770918,113224568.698,0,0,0,0,0,0,0,442.270180940921
111865,0,35890.770918,16864131.302,0,0,0,0,0,0,0,442.805057468426
111879,0,89580,89415900,0,0,0,0,0,0,0,423.251733571133
111887,0,24480,12257100,0,0,0,0,0,0,0,409.526595938249
111896,0,50760,41328000,0,0,0,0,0,0,0,441.774738051914
111897,0,57900,39973500,0,0,0,0,0,0,0,422.304577484867
111903,0,38040,26883900,0,0,0,0,0,0,0,412.860361977156
111917,0,34560,13986900,0,0,0,0,0,0,0,422.046402928943
111952,0,53880,32443200,0,0,0,0,0,0,0,428.403253015179
111958,0,11460,4146300,0,0,0,0,0,0,0,444.059742640435
111962,0,90420,125248500,0,0,0,0,0,0,0,NA
111991,0,11520,3182400,0,0,0,0,0,0,0,423.402514600106
111992,0,42480,37983600,0,0,0,0,0,0,0,NA
112002,0,8760,1231200,0,0,0,0,0,0,0,NA
112008,0,38160,22795200,0,0,0,0,0,0,0,NA
112034,0,9300,2575800,0,0,0,0,0,0,0,NA
112035,0,13800,2898000,0,0,0,0,0,0,0,NA
112041,0,17520,7462800,0,0,0,0,0,0,0,NA
112067,0,103560,86319000,0,0,0,0,0,0,0,NA
112091,121.11888284,61140,42368400,0,0,0,0,0,0,0,NA
112098,0,20220,6952500,0,0,0,0,0,0,0,NA
112100,0,40800,25055100,0,0,0,0,0,0,0,NA
103590,0,129779.690075,119889815.86,0,0,0,0,0,0,0,NA
112113,0,14700,5281200,0,0,0,0,0,0,0,NA
112126,0,54060,23490000,0,0,0,0,0,0,0,NA
112146,0,56460,28624500,0,0,0,0,0,0,0,NA
112177,0,59820,40961700,0,0,0,0,0,0,0,NA
112197,154.17144565,82073.7158319,38899992.435,0,0,0,0,0,0,0,NA
112198,0,4680,811800,0,0,0,0,0,0,0,NA
112204,0,98373.0030178,96711281.0838,0,0,0,0,0,0,0,NA
112212,0,134092.306763,148119755.393,0,0,0,0,0,0,0,406.671189914696
112213,0,38580,17814600,0,0,0,0,0,0,0,414.626439973635
118129,0,27180,10655100,0,0,0,0,0,0,0,413.235905539417
122723,0,10560,2691000,0,0,0,0,0,0,0,411.687388585323
118554,0,24060,5831100,0,0,0,0,0,0,0,380.593282919494
118594,0,26040,8149500,0,0,0,0,0,0,0,408.748723721517
123556,0,44100,12582000,0,0,0,0,0,0,0,418.517811678338
119813,0,5520,950400,0,0,0,0,0,0,0,357.513298352559
119997,0,56520,51644700,0,0,0,0,0,0,0,395.759222895747
120001,0,212460,233131500,0,0,0,0,0,0,0,404.620290073781
120307,267.77227795,71017.0820393,70252200,0,0,0,0,0,0,0,384.865711341867
120048,0,16800,5907600,0,0,0,0,0,0,0,426.646231861103
120051,0,53220,29300400,0,0,0,0,0,0,0,422.756543172725
120063,0,256380,449780400,0,0,0,0,0,0,0,392.317096815342
120068,0,54840,59898600,0,0,0,0,0,0,0,420.075991425387
120075,0,338940,679981500,0,0,0,0,0,0,0,403.980293417202
120113,0,49740,31066200,0,0,0,0,0,0,0,405.589092413555
120115,0,35340,25622100,0,0,0,0,0,0,0,398.819567680928
120184,0,25020,10077300,0,0,0,0,0,0,0,403.967361500617
120202,0,56880,36128700,0,0,0,0,0,0,0,402.887912714609
120206,0,209220,379082700,0,0,0,0,0,0,0,384.961311320628
120224,0,116700,193605300,0,0,0,0,0,0,0,357.804375102148
120264,0,82560,61867800,0,0,0,0,0,0,0,386.293253344996
120265,215.01835001,115800,43375500,0,0,0,0,0,0,0,364.11769942153
120290,0,21720,11923200,0,0,0,0,0,0,0,353.211816610345
120293,0,28440,14680800,0,0,0,0,0,0,0,379.091289443558
120308,0,213660,208212300,0,0,0,0,0,0,0,376.502474810738
120320,0,29220,15658200,0,0,0,0,0,0,0,404.429028339257
123478,0,239399.866514,288449097.022,0,0,0,0,0,0,0,402.167014688407
123485,0,82260,74622600,0,0,0,0,0,0,0,410.655364597512
123497,0,40740,26768700,0,0,0,0,0,0,0,421.116250816688
123500,0,30900,18898200,0,0,0,0,0,0,0,412.441612469649
123522,0,73140,36423000,0,0,0,0,0,0,0,412.806474465949
123524,0,21600,7717500,0,0,0,0,0,0,0,416.780865990998
123539,0,54600,37788300,0,0,0,0,0,0,0,410.204054430225
123548,0,58440,42865200,0,0,0,0,0,0,0,416.065136261128
123565,0,46440,47859300,0,0,0,0,0,0,0,420.101346988293
123618,0,113460,67484700,0,0,0,0,0,0,0,393.692464724374
123619,0,6720,903600,0,0,0,0,0,0,0,413.752936344223
123623,0,43560,15744600,0,0,0,0,0,0,0,400.783668883531
125146,0,163080,137607300,0,0,0,0,0,0,0,396.941949461964
125147,0,91140,68865300,0,0,0,0,0,0,0,412.004673307415
120525,0,7020,1427400,0,0,0,0,0,0,0,384.03981928206
103631,0,35820,6392700,0,0,0,0,0,0,0,367.719619813276
103763,0,13380,3142800,0,0,0,0,0,0,0,407.008650841991
103846,0,19320,7428600,0,0,0,0,0,0,0,371.575283925875
120914,0,23700,9912600,0,0,0,0,0,0,0,337.650962238024
120924,0,8100,2011500,0,0,0,0,0,0,0,328.537857021528
120966,0,7740,1618200,0,0,0,0,0,0,0,333.543763072658
103968,0,31440,8946900,0,0,0,0,0,0,0,365.264598975751
104112,0,25380,9680400,0,0,0,0,0,0,0,361.473343355144
104148,0,6960,1186200,0,0,0,0,0,0,0,341.169719736565
104264,0,24600,8190000,0,0,0,0,0,0,0,413.050018206586
104299,0,14160,4815900,0,0,0,0,0,0,0,389.355163374608
104306,0,11220,2915100,0,0,0,0,0,0,0,406.583163811124
104347,0,5520,657000,0,0,0,0,0,0,0,416.518417525618
104421,0,19860,7137000,0,0,0,0,0,0,0,349.402300001725
104423,0,11160,4110300,0,0,0,0,0,0,0,422.905999838719
104465,0,24600,11345400,0,0,0,0,0,0,0,341.558558112266
104644,0,6360,1592100,0,0,0,0,0,0,0,357.89788773506
104870,0,20400,6460200,0,0,0,0,0,0,0,379.19626212047
104874,0,40680,20211300,0,0,0,0,0,0,0,362.977283324737
104964,0,9420,2790900,0,0,0,0,0,0,0,NA
105089,0,12720,3745800,0,0,0,0,0,0,0,NA
105119,0,76320,83293200,0,0,0,0,0,0,0,373.82739609918
105124,0,39720,29902500,0,0,0,0,0,0,0,376.698851614125
105137,0,33360,13990500,0,0,0,0,0,0,0,380.594043563592
105158,0,30840,14247000,0,0,0,0,0,0,0,363.835450774511
105160,0,67027.9385713,45869522.475,0,0,0,0,0,0,0,330.910243726897
105161,0,99720,75818700,0,0,0,0,0,0,0,392.107667449438
105178,0,22380,9659700,0,0,0,0,0,0,0,354.017417837343
105217,0,34500,25077600,0,0,0,0,0,0,0,347.670460748359
105226,0,72120,73985400,0,0,0,0,0,0,0,348.732223559007
121064,0,48720,33372900,0,0,0,0,0,0,0,352.26411848623
121074,0,19020,7333200,0,0,0,0,0,0,0,389.359753862923
121089,0,46380,32806800,0,0,0,0,0,0,0,381.197027577506
121102,0,31440,11123100,0,0,0,0,0,0,0,391.81003328878
121184,0,16500,5720400,0,0,0,0,0,0,0,355.339652098073
121186,0,48900,32500800,0,0,0,0,0,0,0,343.928701440478
121196,0,55740,33642000,0,0,0,0,0,0,0,334.865069030634
125073,0,41760,23632200,0,0,0,0,0,0,0,344.582825051047
125069,0,115106.289387,122890500,0,0,0,0,0,0,0,335.567423141956
125075,0,66180,60512400,0,0,0,0,0,0,0,328.261216633804
125076,0,91800,79494300,0,0,0,0,0,0,0,343.166913234015
121174,0,239163.843706,311419350,0,0,0,0,0,0,0,330.263975433281
105566,171.06045,47820.8372238,22113042.4575,0,0,0,0,0,0,0,394.481095341585
105269,0,28440,13342500,0,0,0,0,0,0,0,376.967459078657
105275,0,80040,70734600,0,0,0,0,0,0,0,337.907319331762
105276,0,9960,2436300,0,0,0,0,0,0,0,416.939749169182
105284,0,107100,58886100,0,0,0,0,0,0,0,393.607058837604
105329,0,45000,21274200,0,0,0,0,0,0,0,412.44855706544
105336,0,10860,3628800,0,0,0,0,0,0,0,391.845434809488
105344,0,74760,43786800,0,0,0,0,0,0,0,349.438240134067
105350,0,58140,44068500,0,0,0,0,0,0,0,416.911134071471
105355,0,16920,6005700,0,0,0,0,0,0,0,420.247925467815
105377,0,66180,52618500,0,0,0,0,0,0,0,352.188633854481
105407,0,18300,6156900,0,0,0,0,0,0,0,388.620303656549
105426,0,53460,41726700,0,0,0,0,0,0,0,350.730612998756
105452,0,80340,51006600,0,0,0,0,0,0,0,347.112578751764
105490,0,14820,4524300,0,0,0,0,0,0,0,355.971471206364
105517,0,155118.166538,122268600,0,0,0,0,0,0,0,337.153406513531
105532,0,6300,1160100,0,0,0,0,0,0,0,342.509301824104
105539,0,28620,16882200,0,0,0,0,0,0,0,352.594518036562
105540,0,13920,2862900,0,0,0,0,0,0,0,380.079977381496
105546,0,22380,9097200,0,0,0,0,0,0,0,382.902965930596
105624,0,11100,2745900,0,0,0,0,0,0,0,384.791624686242
105630,0,109920,89874000,0,0,0,0,0,0,0,364.196743784193
105657,0,28500,16575300,0,0,0,0,0,0,0,416.065474944389
105667,0,47340,32372100,0,0,0,0,0,0,0,347.40967697156
105695,0,79200,43623000,0,0,0,0,0,0,0,347.450236318882
105731,0,14220,4122900,0,0,0,0,0,0,0,368.501852818697
105739,0,235560,226144800,0,0,0,0,0,0,0,362.894575060533
105798,0,55680,27119700,0,0,0,0,0,0,0,356.548222038181
105810,0,47640,24755400,0,0,0,0,0,0,0,372.048405011748
105814,0,190260,162945900,0,0,0,0,0,0,0,NA
105879,0,113160,80634600,0,0,0,0,0,0,0,NA
105881,0,52620,35626500,0,0,0,0,0,0,0,NA
105901,0,5202.42640687,660150,0,0,0,0,0,0,0,NA
105903,0,29862.4264069,14989050,0,0,0,0,0,0,0,NA
105907,0,153120,228144600,0,0,0,0,0,0,0,NA
125079,0,153780,204071400,0,0,0,0,0,0,0,369.965953299881
124051,0,13920,4851900,0,0,0,0,0,0,0,389.004295613765
124255,0,49380,22508100,0,0,0,0,0,0,0,410.946112498866
124260,0,36558.0441153,26789400,0,0,0,0,0,0,0,391.123949842012
124419,0,76680,19073700,0,0,0,0,0,0,0,396.066208137017
124804,0,27300,9610200,0,0,0,0,0,0,0,399.02780744971
112385,0,10500,2046600,0,0,0,0,0,0,0,372.160762843901
112429,0,17100,7254000,0,0,0,0,0,0,0,383.030101963545
112607,0,9540,1713600,0,0,0,0,0,0,0,374.877952768021
112640,0,6300,1188900,0,0,0,0,0,0,0,379.634541929535
112659,0,14940,5426100,0,0,0,0,0,0,0,366.774935154322
112701,0,36480,12865500,0,0,0,0,0,0,0,382.727253322326
112757,0,8760,1697400,0,0,0,0,0,0,0,376.299052330495
112972,51.61607968,172692.255358,165196262.69,0,0,0,0,0,0,0,382.934985156547
112717,114.89295966,170700,55540800,0,0,0,0,0,0,0,374.24676532513
112776,0,52740,25934400,0,0,0,0,0,0,0,392.6962348328
112818,0,46980,29208600,0,0,0,0,0,0,0,374.062664538587
112821,0,12840,4166100,0,0,0,0,0,0,0,412.979173958186
112872,0,41520,27989100,0,0,0,0,0,0,0,380.633176660011
112916,0,148980,188527500,0,0,0,0,0,0,0,377.959446999489
112932,0,371880,555987600,0,0,0,0,0,0,0,376.572415558795
112943,0,88500,63414000,0,0,0,0,0,0,0,374.572912478978
112967,0,15360,4886100,0,0,0,0,0,0,0,386.041276005316
112968,0,93480,110564100,0,0,0,0,0,0,0,387.105008060977
112978,0,43320,24310800,0,0,0,0,0,0,0,406.446660577747
124920,80.129325,100592.132034,72908550,0,0,0,0,0,0,0,398.570062171098
124952,104.11335844,85491.4030091,69504710.7895,0,0,0,0,0,0,0,387.890408310142
124855,0,56700,27186300,0,0,0,0,0,0,0,382.437490980205
124864,0,44520,19391400,0,0,0,0,0,0,0,402.320720199885
124868,0,193980,221164200,0,0,0,0,0,0,0,389.103697401904
