"survey_number","survey_effort_key","basin_number","reading_datetime","surface_depth_m","surface_temp_c","surface_do_mgl","bottom_depth_m","bottom_temp_c","bottom_do_mgl","thermo_depth_m"
7599,18,NA,"9/8/08",0,21.911,7,12.191,8.067,0.04,6.83459506052767
7619,30,NA,"8/11/08",0.351,21.617,9.98,8.444,15.811,1.01,5.92215189522855
7646,25,NA,"8/28/08",0.008,22.961,12.07,14.358,8.05,1.93,5.94095943847625
7647,4,NA,"8/27/08",0.056,22.85,12.12,19.524,6.361,1.94,6.18015859162203
7693,21,NA,"8/25/08",0,22.611,9.2,5.181,20.944,5,0.305
7694,1,NA,"8/26/08",0,21.333,9.2,10.363,10.333,0.5,7.53276788451276
7801,37,NA,"8/5/09",0.305,19.444,10.3,9.144,15,0.4,7.2359421268486
7802,2,NA,"8/3/09",0,20,11.2,7.924,15.556,0.5,5.96404461118758
7819,25,NA,"8/12/08",0,24.072,8.84,12.385,11.222,0.06,7.56810595965528
7825,32,1,"8/11/08",0,24.261,10.42,14.951,15.478,6.33,8.25495272992601
7825,32,2,"8/11/08",0,24.567,10.22,9.763,18.633,0.81,8.74711089243352
7856,21,NA,"9/26/08",0,21.361,8.13,14.63,11.306,0.04,10.598928208596
7926,6,NA,"8/5/09",0,22.422,8.05,15.849,7.728,0.08,6.4643019378286
7927,33,NA,"8/6/09",0,21.822,8.77,16.458,15.756,0.14,8.70607941514942
7928,35,NA,"8/24/09",0,21.433,8.58,4.267,21.133,8.47,NA
8059,25,NA,"8/31/09",0,21.611,7,NA,NA,NA,4.82017978065455
8060,28,NA,"8/31/09",0,21.667,8.6,NA,NA,NA,5.50493737493475
8061,21,NA,"8/25/09",0.305,23.256,4.45,22.792,4.15,1.61,4.79030999860842
8063,27,1,"8/13/09",0.095,25,9.25,12.497,6.85,0.31,4.78007096111719
8063,27,NA,"8/18/09",0.047,26.75,9.75,20.664,5.983,0.09,3.45790581276821
8072,28,NA,"8/11/09",0.03,23.289,9.31,16.489,5.8,0.21,6.83417831753619
8075,42,NA,"8/10/09",0,23.139,8.23,12.191,15.861,0.1,9.47861199668166
8077,31,NA,"8/6/09",0.044,22.656,9.88,19.201,6.522,0.15,6.01240067526674
8081,24,NA,"8/3/09",0.124,23.178,7.62,7.923,14.039,0.4,5.06432885712502
8093,26,NA,"8/18/09",0.003,26,8.48,8.852,14.172,0.14,6.50105519930423
8109,23,NA,"8/12/09",0.023,24.456,11.48,13.437,9.556,0.15,7.45952260647642
8113,29,NA,"9/8/09",0.076,21.661,9.77,30.187,6.861,0.48,10.1497651627843
8114,20,NA,"9/24/09",0,20.5,10.92,6.4,19.778,7.14,NA
8125,21,NA,"9/10/09",0.077,21.483,10.08,14.346,7.161,0.17,8.36094770209797
8143,22,NA,"8/11/09",0,25.4,8.51,1.529,25.317,7.21,NA
8144,27,NA,"8/11/09",0.011,24.017,8.9,25.636,7.611,0.15,7.61190195229269
8166,118,NA,"8/25/06",0,24.2,8.17,10.667,12.6,0.26,5.43778663499161
8182,1,NA,"8/10/09",0.005,25.172,6.39,2.142,21.917,0.37,1.02805417999785
8183,1,NA,"8/10/09",0.007,24.45,6.95,12.812,7.95,0.13,4.99918606187192
8239,33,NA,"8/18/09",0,23.889,10.5,4.877,17.222,0.4,3.41615556823093
8241,31,NA,"8/4/09",0,20.556,11.8,1.524,19.444,2.6,1.3715
8242,11,NA,"8/4/09",0,20,10.7,1.219,20,5.4,NA
8244,1,NA,"8/19/09",0,21.667,9.4,1.524,21.667,0.5,NA
8245,1,NA,"8/20/09",0,22.722,12.9,8.534,7.222,0.4,2.87362828291327
8246,1,NA,"8/17/09",0.305,22.778,11.1,8.229,18.333,0.2,6.99728761028218
8250,41,NA,"9/1/09",0,19.728,8.82,30.174,7.067,6.74,13.3084499841292
8267,1,NA,"8/26/09",0,19.844,9.63,7.322,13.078,0.25,5.68093184948626
8269,2,NA,"8/18/09",0,24.444,11.4,1.524,23.889,0.9,NA
8390,47,NA,"8/2/10",0,25.161,6.8,25.297,4.422,0.66,4.22248913140754
8391,20,NA,"8/3/10",0,26.289,11.33,5.486,16.978,0.42,4.10036547426289
8392,1,NA,"8/4/10",0,27.456,10.67,18.592,6.906,0.51,5.13016939298182
8392,33,NA,"8/4/10",0,27.456,10.67,18.698,6.906,0.51,5.19001247642781
8393,33,NA,"8/5/10",0,26.35,11.63,8.534,21.25,3.66,5.16507978168476
8394,25,NA,"8/6/10",0,25.761,11.9,6.705,25.633,11.55,NA
8434,30,NA,"8/12/10",0,29.089,9.8,10.972,14.906,0.24,7.63441693757414
8434,31,NA,"8/12/10",0,26.872,8.21,21.945,23.75,3.31,21.4875
8471,41,41,"8/11/10",0.335,26.811,9.21,7.572,21.911,0.05,3.8850248276491
8475,33,NA,"8/18/10",0.005,24.217,11.4,21.746,7.861,0.36,8.12843798219661
8477,22,NA,"8/9/10",0.914,23.5,7.1,22.249,8.722,0.7,6.76407631052131
8478,1,NA,"8/30/10",0,23.556,12.5,4.877,23.444,10.3,NA
8489,25,NA,"8/11/10",0.305,25.489,8.38,2.743,22.061,6.15,2.18939000436243
8490,21,NA,"8/11/10",0,25.006,8.09,1.219,25.017,7.82,NA
8491,50,NA,"8/10/10",0,27.167,8.64,9.144,12.561,0.24,7.45053252261134
8508,22,NA,"8/30/10",0,25.728,7.95,14.934,6.589,0.18,5.58139523235404
8515,43,NA,"8/27/10",0,23.306,8.93,19.811,5.144,0.13,6.04530978675224
8524,26,NA,"8/12/10",0.352,25.872,9.83,7.311,23.972,1.18,3.94413116769732
8530,53,NA,"9/2/10",0,23.222,10.3,12.801,12.722,0.1,8.68714973512891
8531,1,NA,"8/30/10",0,25.761,9.58,15.349,11.261,0.27,5.60585665258808
8532,20,NA,"8/17/10",0,25.694,7.74,18.287,4.261,0.35,4.29855930343424
8542,47,NA,"8/19/10",0,26.161,11.8,10.058,8.133,0.38,3.90721847266645
8548,30,NA,"8/31/10",0,24.572,8.77,5.791,24.439,8.14,NA
8549,29,NA,"8/11/10",0,27,8.6,1.981,25.056,5.07,NA
8551,30,NA,"8/10/10",0.305,22.833,10.3,7.315,21.222,7.4,0.4575
8566,43,NA,"8/30/10",0.305,22.65,10.08,NA,NA,NA,9.62864597370371
8653,35,NA,"9/1/10",0,26.022,9.64,22.591,9.072,0.31,6.98973591938438
8711,67,67,"8/11/10",0,25,9.26,4.572,23.333,7.08,3.6575
8736,22,NA,"8/17/10",0,26.089,9.23,5.791,14.3,0.48,4.32506830018279
8741,27,NA,"9/2/10",0,25.022,9.59,13.106,8.139,0.54,5.12114362849952
8826,6,NA,"8/16/11",0,24.506,10.01,28.345,8.05,0.41,7.65087530239258
8827,1,NA,"8/11/11",0,22.506,10.42,1.372,22.356,9.6,NA
8828,31,NA,"8/10/11",0.027,25.967,8.96,7.635,15.772,1,5.55444764112074
8829,29,NA,"8/9/11",0,26.011,9.65,29.381,6.389,0.35,5.80916962534724
8855,48,NA,"8/3/11",0,25.361,8.33,13.715,20.55,6.08,5.12272869447551
8862,43,1,"8/22/11",0,21.472,11.3,32.917,7.256,8.57,11.5801263939828
8862,44,2,"8/22/11",0,22.722,8.6,28.345,9.783,4.29,13.2061400669668
8866,30,NA,"8/17/11",0.061,23.778,8.7,19.384,7.056,0.2,5.98111215144227
8877,15,NA,"8/22/11",0,22.489,11.2,13.106,10.811,0.03,7.70399037721289
8893,28,NA,"9/8/11",0.039,20.3,7.22,10.393,8.883,0.2,5.11526334659594
8894,26,NA,"8/23/11",0.01,24.65,12.41,12.207,10.4,2.96,5.39271663543802
8897,30,30,"9/8/11",0.019,20.35,7.1,10.978,9.639,0.11,5.51666543997304
8911,31,NA,"8/8/11",0.102,25.556,8.04,5.447,19.65,0.19,3.9408178442258
8912,27,NA,"8/3/11",0,28.661,8.71,18.44,7.239,0.35,4.39144243076099
8912,28,NA,"8/3/11",0,28.633,8.75,10.667,9.672,0.38,3.88287462862104
8992,40,NA,"8/16/11",0.086,22.972,10.5,2.804,22.467,10.18,NA
9064,22,NA,"8/25/11",0,22.867,10.01,6.096,22.189,11.12,NA
9072,26,1,"8/15/12",0.027,22.25,9.91,12.045,10.4,0.62,6.21395751776009
9073,31,1,"8/21/12",0.037,21.9,9.54,8.542,20.517,1.23,8.16648455044187
9074,25,1,"8/16/12",0.021,23.011,9.51,23.688,5.378,0.16,7.31888788593305
9075,26,1,"8/17/12",0.026,21.506,9.08,6.786,16.761,0.62,5.75066111300507
9076,12,NA,"8/14/12",0.016,21.528,3.78,5.272,12.956,0.33,3.78813734729853
9216,31,1,"8/23/12",0,22,7.13,2.438,21.278,9.31,NA
9242,51,1,"9/13/12",0.127,24.194,7.42,8.224,22.867,0.22,8.0745
9242,51,2,"9/13/12",0.133,23,6.65,5.374,22.711,2.48,NA
9252,10,1,"8/20/12",0,21.511,10.13,2.438,21.106,9.66,NA
9255,11,1,"8/15/12",0.007,23.45,10.45,4.012,20.994,2.34,0.850816378655356
9282,29,1,"8/23/12",0,23,8.53,11.582,10.05,2.28,6.45381326448762
9291,25,1,"8/21/12",0.305,20.311,9.47,2.743,19.894,5.71,NA
9301,36,1,"8/8/12",0,23.289,8.58,7.01,21.394,0.29,0.46678181959842
9316,32,1,"8/9/12",0.146,22.5,8.31,8.534,18.017,0.17,6.97323318661666
9371,1,1,"8/9/12",0.213,23.389,8.37,16.154,6.072,0.13,5.69440926813388
9669,14,1,"8/19/13",0,18.878,19.33,1.51,15.656,14.09,0.626655491812718
9671,1,1,"8/28/13",0,25.9,7.4,1.829,23.8,9.2,0.866750412577177
9672,1,1,"8/28/13",0,24,7.9,21.945,4.2,2.9,6.21150426651907
9675,16,1,"8/20/13",0,20.644,12.03,7.01,12.339,0.72,6.04089896162831
9702,14,1,"8/22/13",0,23.639,8.06,2.179,18.128,1.79,2.156
9745,17,1,"8/21/13",0,22.728,8.17,8.229,6.583,0.46,4.01950470530073
9895,18,1,"8/6/13",0.305,21.111,10.66,13.472,5.106,0.4,3.50248221623652
9945,1,1,"8/7/13",0,20.006,9.46,2.438,19.294,6.71,NA
9996,29,1,"8/27/13",0,24.333,9.6,28.955,4.556,0.08,5.15017339989591
10054,28,1,"8/13/14",0.305,22.544,9.25,14.325,6.05,0.51,4.77176429157337
10055,19,1,"8/20/14",0.305,22.378,10.09,5.791,20.433,0.31,5.45274053328818
10056,23,1,"8/21/14",0.305,21.422,7.83,2.438,21.289,7.75,NA
10057,19,1,"8/22/14",0.305,23.644,10.27,2.743,22.278,2.15,2.5905
10058,28,1,"8/15/14",0,22.489,10.54,32.002,4.189,0.63,5.25354868719688
10157,64,1,"8/19/14",0.305,23.172,10.17,9.753,21.511,6.57,1.30337211664558
10158,25,1,"8/25/14",0,22.5,8.4,15.239,4.944,3.26,4.69185347695873
10168,47,1,"8/26/14",0,21.011,8.8,15.544,7.606,0.07,6.88588594376456
10195,18,1,"8/25/14",0.006,23.378,8,0.914,23.339,7.75,NA
10201,21,1,"8/25/14",0.006,21.428,8.51,2.865,18.072,0.23,1.69936056670225
10312,58,1,"8/25/14",0,21.9,8.96,23.773,8.1,2.46,10.3744793695789
10375,29,1,"8/26/14",0.113,21.778,6.93,3.81,19.417,0.41,3.26847049612354
10376,33,1,"8/25/14",0,22.239,9.1,8.382,18.344,0.27,8.3055
10477,19,NA,"8/18/15",0,27.183,5.17,11.649,6.394,0.08,3.7727273633322
10478,14,NA,"8/18/15",0,27.478,4.89,10.674,5.989,0.19,3.62392677937681
10479,18,NA,"8/18/15",0,26.922,6.08,5.395,12.894,0.07,4.11472796705892
10480,19,1,"8/17/15",0,26.733,5.8,13.347,5.928,0.06,4.0024552364553
10524,49,1,"8/10/15",0,25.667,2.03,8.869,23.667,0.39,3.24438453219431
10528,22,NA,"8/10/15",0,22.539,8.77,3.627,19.178,2.53,0.981736100983122
10529,16,NA,"8/11/15",0,23.489,9.06,2.975,21.189,7.77,2.04564737287305
10530,17,NA,"8/12/15",0,22.844,8.46,5.536,18.35,1.48,2.18934483756762
10531,23,NA,"8/13/15",0,23.939,7.59,6.522,13.961,0.08,5.03537204230578
10532,17,1,"8/14/15",0,24.117,6.42,10.381,5.761,0.07,2.80407731139435
10544,29,1,"8/24/15",0,22,6.09,10.363,11,0.06,5.9669237353429
10558,30,1,"8/24/15",0,22.333,6.17,6.096,22.278,6,NA
10568,22,NA,"8/12/15",0,26.128,9.08,6.102,10.278,0.24,3.45913994195298
10570,1,NA,"8/11/15",0,24.972,10.08,19.515,7.978,0.24,7.01028282065671
10571,1,NA,"8/12/15",0,25.839,12.11,23.191,5.35,0.32,3.27550821384176
10588,23,1,"8/21/15",0.21,24.017,6.67,4.054,23.128,6.34,NA
10589,20,1,"9/1/15",0.138,22.506,9.1,3.038,20.956,6.93,1.92296824148384
10590,34,1,"8/19/15",0.233,25.761,8.3,19.78,9.422,0.13,7.50700093223776
10628,34,1,"9/1/15",0.091,20.833,9.23,9.753,18,0,5.21307344768803
10630,38,1,"8/25/15",0,21.889,11.95,21.03,12.722,0.06,15.1806904360304
10744,1,NA,"8/25/15",0,20.722,14.62,15.544,6.722,0.11,4.72692315326982
10761,18,1,"8/29/16",0,24.217,8.22,10.058,6.35,0.08,5.09786553889537
10762,16,1,"8/29/16",0.305,24.189,8.44,7.315,7.672,0.11,4.925350158467
10765,21,1,"8/25/16",0.305,24.661,7.67,5.73,18.061,0.17,0.714684613357997
10768,20,1,"8/22/16",0.305,25.3,8.49,6.705,17.822,0.29,6.06009053553415
10942,53,1,"8/30/16",0.305,26.178,13.02,6.096,24.528,0.24,2.76947710740988
10950,27,1,"8/30/16",0,24.333,9.02,5.791,22.889,7.61,2.91206021544515
10955,27,1,"8/30/16",0,24.611,11.33,6.096,14,0.07,1.10813139338475
10957,29,1,"8/31/16",0,23.444,8.69,9.753,22.389,6.94,0.812333698829095
10964,24,1,"8/9/16",0.094,27.172,8,14.62,8.172,0.4,4.45551902928358
10975,20,1,"8/8/16",0.181,27.044,7.67,8.749,6.878,0.53,4.49520107693843
10975,21,1,"8/22/16",0.205,26.444,6.7,8.725,7.361,0.72,5.04936556376747
10975,22,1,"9/2/16",0.102,24.911,7.88,8.885,7.139,0.28,5.34717305653212
10979,24,NA,"8/29/16",0.061,21.389,8.4,17.068,6.889,0,5.08493315745883
10980,16,1,"8/29/16",0.305,23.272,8.89,5.791,10.289,0.13,3.58380888107378
10988,25,1,"8/25/16",0.305,24.15,7.97,5.181,23.417,0.22,NA
11036,1,NA,"8/11/16",0,27.539,9.51,15.239,8,0.13,5.37778560502072
11037,1,NA,"8/10/16",0,29.011,10.07,13.121,8.122,0.3,4.49471849222724
11038,23,NA,"8/17/16",0,25.778,8.02,11.89,6.672,0.25,4.21421028006285
11138,29,1,"8/25/16",0.061,20.944,7.02,1.829,20.778,0,NA
11140,29,NA,"8/22/16",0.061,19.667,7.26,9.144,14.056,0,8.27947669307223
11143,19,NA,"8/24/16",0.061,22.556,6.99,1.829,22.611,0.7,NA
11146,25,NA,"8/22/16",0.061,19.444,8.51,2.438,18.167,0,1.94907579007029
11294,29,1,"8/16/17",0,24.45,0,21.426,6.639,0,4.40023100572743
11363,22,1,"9/11/17",0,16.75,9.89,2.679,17.828,0.06,1.62494264770045
11364,21,1,"9/11/17",0,19.839,8.88,4.596,17.889,3.9,0.1525
11374,130,1,"8/22/17",0.03,22.056,8.47,36.574,9.333,0,11.5188321114181
11377,27,1,"8/22/17",0,23.667,8.32,2.438,23.667,8.26,NA
11381,28,1,"8/15/17",0,23.078,0,13.255,7.6,0,4.27927755515842
11384,16,NA,"8/14/17",0,22.5,0,18.15,4.689,0,4.53166453333117
11385,16,1,"8/14/17",0.165,21.972,NA,12.542,7,NA,4.63076154277241
11439,30,NA,"8/30/17",0,21.722,8.47,5.486,20.778,4.37,NA
11454,42,1,"8/21/17",0,21,8.25,20.725,10,2.69,7.82626480059158
11456,43,NA,"8/21/17",0,22.222,8.76,9.144,20.222,7.93,3.85778147439428
11457,30,1,"8/22/17",0,21,7.98,4.267,19.111,6.72,2.70471547670177
11458,1,1,"8/22/17",0,20,8.81,7.62,19.889,1.28,NA
11499,24,NA,"8/14/17",0,25.05,10.69,9.451,8.161,0.25,4.4745611813251
11502,22,NA,"8/14/17",0.03,24.689,8.14,5.218,12.222,0,4.54478794891189
11599,1,NA,"8/13/18",0.363,23.667,9.19,4.577,18.944,3.39,2.62468037140526
11600,1,NA,"8/14/18",0.928,24.056,10.48,22.009,4.944,0,6.23422794242192
11601,16,NA,"8/14/18",0.308,24.222,8.31,8.862,5.222,0,1.12259247951278
11611,1,NA,"8/13/18",0.33,23.722,9.24,9.768,12.889,0,7.00041930179382
11658,32,1,"8/23/18",0,24.489,6.69,9.753,7.028,0.29,5.20813621343317
11659,29,1,"8/23/18",0,24.267,8.32,14.934,6.128,0.31,4.54437319356172
11688,28,1,"8/29/18",0.061,24.439,7.09,0.914,24.4,7.1,NA
11689,31,1,"8/21/18",0.305,24.467,7.85,3.048,24.028,3.46,NA
11691,28,1,"8/22/18",0.305,21.5,7.01,1.829,21.489,7.06,NA
11691,28,7,"8/22/18",2.133,21.478,6.92,3.596,21.356,6.81,NA
11692,31,1,"8/23/18",0.305,23.75,8.05,7.62,13.206,0.24,5.19932114303386
11725,37,1,"8/27/18",0.305,23.333,8.3,4.267,9.444,0,2.28094820467891
11729,27,1,"8/28/18",0,23.333,8.2,5.486,17.778,0,4.84713438731029
11733,93,NA,"8/9/18",0,23.889,8.6,49.375,4.333,12.56,10.7922204791487
11745,28,1,"8/29/18",0,22.5,9.02,15.544,6.5,0,7.14873182500232
11746,23,1,"8/21/18",0.305,25.167,8.72,8.839,10.278,0.28,4.35160029738269
11779,35,1,"8/23/18",0,21.556,8.9,19.201,4.222,0,3.29931494710167
11780,26,1,"8/23/18",0,21.667,7.83,7.01,9.833,0,4.31116188274458
11781,31,1,"8/22/18",0,22.111,7.98,15.544,4.667,0,4.16397101500169
11782,34,1,"8/22/18",0,21.056,6.43,6.4,19.222,1.23,3.40990252762699
11784,34,1,"8/21/18",0,22.456,7.72,7.924,18.944,2.32,5.06268677116967
11795,1,NA,"8/27/18",0.341,22.222,8.64,7.321,21.056,4.99,7.176
11908,19,NA,"8/21/18",0,26.528,6.64,2.755,26.611,6.75,NA
11914,26,NA,"8/20/18",0,26.45,10.6,11.713,7.65,0.36,4.67154782797174
11982,27,1,"8/27/19",0,23,6.99,17.068,4.833,0.33,5.66929803198598
11984,26,1,"8/30/19",0.305,22.444,7.93,9.052,8.222,0.38,2.89299667250888
11986,16,1,"9/4/19",0,22.167,8.32,33.343,4.722,0.71,7.31334229851004
12009,28,1,"8/22/19",0,24,7.36,20.725,4.444,0.34,4.72999141535729
12011,28,1,"8/19/19",0,23.5,8.93,8.229,21.944,2.82,8.0765
12013,25,1,"8/26/19",0,22.278,6.08,9.144,15.5,0.2,5.26576234928703
12014,31,1,"8/27/19",0,21.556,9.6,13.715,6.5,0,7.72374301520157
12015,27,1,"8/21/19",0,24.611,9.22,15.849,7.944,0.29,4.66099068407856
12016,14,1,"8/20/19",0,24.278,8.3,8.534,6.556,0.31,2.84294192853468
12019,36,1,"8/28/19",0,21.889,8.32,23.773,7.889,0.3,5.82601063838
12020,54,1,"8/26/19",0,21.944,8.6,16.458,14.667,0,9.39513098385852
12027,17,1,"8/13/19",0,21.444,10.71,1.829,18.222,8.29,0.779435628483174
12034,25,1,"8/21/19",0,23.389,8.94,1.829,23.333,9.05,NA
12044,29,1,"8/28/19",0,19.556,9.87,11.582,7.444,0,5.35482259312787
12046,1,1,"8/20/19",0,21.194,8.49,7.62,7.044,0,3.24449089768803
12047,1,1,"8/15/19",0,22.044,8.5,2.438,21.556,8.45,NA
12048,23,1,"8/28/19",0,19.5,9.98,15.849,5.778,0,6.90759780954215
12051,7,NA,"8/20/19",0.384,21.722,9.51,2.777,21.5,9.41,NA
12071,1,1,"8/27/19",0,20.167,9.46,9.753,18.389,8.84,3.41082165767876
12072,28,1,"8/20/19",0,22,7.78,5.791,6.283,0,2.91002319144826
12103,1,NA,"8/22/19",0.945,21.944,8.56,14.142,14.444,0,11.0424223433589
12104,1,NA,"8/27/19",0.375,21.056,8.39,7.559,10.611,0,4.2921037904525
12105,1,NA,"8/13/19",0.917,22.167,8.67,13.612,10.167,0,6.35254197690405
12106,1,NA,"8/16/19",0.643,21.889,9.35,6.099,20.278,5.38,3.41716257596853
12107,1,NA,"8/27/19",0.945,21,8.45,21.972,5.333,0,4.03624427473344
12109,34,NA,"8/19/19",0.475,22.389,8.06,6.4,21.889,0,NA
12144,23,NA,"8/19/19",0.312,21.111,10.23,6.459,10.389,0,3.4880657614837
12154,19,NA,"8/20/19",0.335,22.611,10.93,4.279,22.167,2.15,NA
12177,19,NA,"8/26/19",0.372,22.422,5.49,1.573,22.361,5.32,NA
12242,27,1,"8/26/19",0,20.222,8.42,13.106,7.222,NA,8.89729960050233
12471,17,NA,"8/3/20",0.305,23.444,8.06,3.048,22.222,0,2.8955
